case_id,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
EZYV01567,Asia,Master's,Y,N,30508,1972,Northeast,249585.4364,Year,Y,Certified
EZYV01568,Asia,High School,N,N,30283,2001,South,43170.9746,Year,Y,Denied
EZYV01569,Asia,Master's,N,N,59581,2019,Midwest,239179.6251,Hour,Y,Certified
EZYV01570,Asia,Master's,N,N,35975,1991,Northeast,216396.5403,Year,Y,Certified
EZYV01571,Asia,Bachelor's,N,N,35831,2018,West,246466.571,Year,Y,Certified
EZYV01572,Europe,Master's,N,N,20163,1969,West,191593.9207,Year,Y,Certified
EZYV01573,Europe,Bachelor's,Y,N,29409,1984,West,214277.164,Year,Y,Denied
EZYV01574,South America,Bachelor's,Y,N,42624,1993,Northeast,148730.4904,Year,Y,Certified
EZYV01575,Asia,Master's,Y,N,51483,1981,Midwest,216847.5635,Year,Y,Certified
EZYV01576,Asia,Bachelor's,N,N,46783,1966,South,28055.7615,Year,Y,Denied
EZYV01577,North America,Master's,N,N,39745,1987,Northeast,185465.2452,Year,Y,Denied
EZYV01578,South America,High School,Y,N,46696,1980,Northeast,157255.152,Year,Y,Certified
EZYV01579,Oceania,Bachelor's,Y,N,1990,1972,South,15149.6514,Year,N,Certified
EZYV01580,South America,High School,Y,Y,16178,1982,Northeast,73039.2748,Year,Y,Denied
EZYV01581,South America,Master's,Y,N,14595,1985,West,54183.4787,Year,Y,Certified
EZYV01582,Asia,Master's,N,N,39239,2013,Midwest,101412.8276,Year,Y,Certified
EZYV01583,Asia,Master's,Y,N,45204,1989,Northeast,49748.6647,Hour,Y,Certified
EZYV01584,Asia,Doctorate,N,N,8898,1984,Midwest,68852.4451,Year,Y,Certified
EZYV01585,Europe,Master's,Y,N,11587,1983,Island,74148.3278,Year,Y,Certified
EZYV01586,Africa,Master's,Y,N,29732,1995,Northeast,150032.7616,Year,N,Certified
EZYV01587,Asia,Master's,Y,N,58098,1976,West,33891.4653,Year,Y,Certified
EZYV01588,Europe,Doctorate,N,N,172,2012,Island,60427.0884,Year,Y,Certified
EZYV01589,Asia,Master's,N,N,52769,1985,West,79423.5856,Year,Y,Denied
EZYV01590,Asia,Doctorate,Y,N,11627,1985,South,112377.171,Year,Y,Certified
EZYV01591,Asia,Bachelor's,Y,Y,16122,1963,Midwest,9714.5405,Year,Y,Certified
EZYV01592,Asia,Bachelor's,N,N,37909,2013,West,249803.0207,Year,Y,Denied
EZYV01593,Africa,Master's,N,N,43730,1988,South,75237.9222,Year,Y,Certified
EZYV01594,Asia,Bachelor's,N,N,52463,1968,Northeast,71978.7462,Year,Y,Denied
EZYV01595,South America,Bachelor's,N,N,344,1970,South,138806.6725,Year,Y,Denied
EZYV01596,Europe,Doctorate,N,N,2955,1981,South,213537.2384,Year,Y,Certified
EZYV01597,Asia,Bachelor's,Y,N,28701,2006,South,114310.9801,Year,Y,Denied
EZYV01598,Asia,Bachelor's,N,N,33519,1965,Northeast,62360.0324,Hour,Y,Denied
EZYV01599,North America,Bachelor's,Y,Y,15662,1967,Midwest,141555.7007,Year,Y,Certified
EZYV01600,Asia,Bachelor's,N,N,38211,1993,West,120839.049,Year,Y,Denied
EZYV01601,Africa,Master's,N,N,15925,1989,South,105884.0918,Year,Y,Certified
EZYV01602,Asia,Doctorate,N,N,55944,2017,Northeast,245973.9611,Year,Y,Certified
EZYV01603,Europe,Doctorate,Y,N,10658,2005,Northeast,248988.3761,Year,Y,Certified
EZYV01604,North America,Master's,Y,N,39313,1999,Northeast,140573.5683,Year,Y,Certified
EZYV01605,Asia,Master's,N,N,31826,1980,West,17187.381,Year,Y,Certified
EZYV01606,Asia,Bachelor's,N,Y,6195,1997,Northeast,141816.0116,Year,Y,Certified
EZYV01607,Africa,Master's,N,N,36296,1995,Midwest,238127.5427,Year,Y,Certified
EZYV01608,Asia,Bachelor's,Y,N,8817,1976,Northeast,231437.9942,Hour,N,Denied
EZYV01609,Asia,Bachelor's,Y,N,32381,1982,Northeast,54032.1122,Year,N,Certified
EZYV01610,Asia,Doctorate,N,N,38151,2015,Midwest,47691.8466,Year,Y,Certified
EZYV01611,Asia,Master's,N,N,4344,1992,South,38233.5126,Year,Y,Certified
EZYV01612,North America,Bachelor's,N,N,12948,1988,South,204982.1305,Year,Y,Certified
EZYV01613,North America,Master's,N,N,17752,2007,Northeast,122615.7532,Year,Y,Certified
EZYV01614,Asia,Bachelor's,Y,N,55699,1976,West,84644.0334,Year,Y,Certified
EZYV01615,South America,Bachelor's,Y,N,13281,1973,South,81336.8308,Year,N,Certified
EZYV01616,Asia,Bachelor's,N,N,55242,2019,Midwest,68998.2281,Year,N,Certified
EZYV01617,Asia,Bachelor's,Y,N,32045,2008,West,220678.4196,Year,Y,Certified
EZYV01618,Europe,Master's,N,N,56920,1985,Midwest,102538.0372,Year,N,Certified
EZYV01619,Oceania,Bachelor's,N,N,49879,2016,West,61155.6304,Year,Y,Denied
EZYV01620,Asia,Master's,N,N,17587,1982,West,177659.1206,Year,Y,Certified
EZYV01621,Asia,Bachelor's,Y,N,33592,2000,West,158936.5483,Year,Y,Certified
EZYV01622,Asia,Doctorate,N,N,43021,1962,South,178898.3155,Year,Y,Certified
EZYV01623,North America,Master's,Y,N,4715,2001,West,205524.6374,Year,Y,Certified
EZYV01624,Asia,Doctorate,Y,N,39785,1970,West,25488.1819,Year,Y,Certified
EZYV01625,Asia,Bachelor's,Y,N,27588,1974,Northeast,696.7876,Year,Y,Certified
EZYV01626,North America,Master's,Y,N,2150,2008,West,12831.447,Year,Y,Certified
EZYV01627,Asia,Master's,N,N,52022,1972,Northeast,176756.9561,Year,Y,Certified
EZYV01628,Asia,Bachelor's,N,Y,15944,1988,South,233637.2358,Year,Y,Certified
EZYV01629,Asia,Bachelor's,Y,N,52453,2015,Northeast,82910.1244,Year,Y,Certified
EZYV01630,Asia,Bachelor's,N,N,12417,2017,Northeast,195342.3028,Year,Y,Certified
EZYV01631,Asia,Bachelor's,Y,N,32506,1986,Northeast,182350.2908,Year,Y,Certified
EZYV01632,South America,Bachelor's,N,N,22257,1965,Northeast,244519.7825,Year,Y,Certified
EZYV01633,Europe,Bachelor's,N,N,53581,1977,Northeast,117804.1118,Year,Y,Denied
EZYV01634,Europe,Bachelor's,Y,N,57183,1996,Northeast,41685.0272,Year,Y,Certified
EZYV01635,Oceania,Master's,Y,N,46207,1980,South,191354.8039,Year,Y,Certified
EZYV01636,Asia,High School,Y,Y,50738,2003,South,204740.9522,Year,Y,Denied
EZYV01637,Asia,Bachelor's,Y,N,46138,2019,Island,176883.5589,Year,Y,Denied
EZYV01638,Africa,Master's,N,N,17616,1997,West,215822.782,Year,Y,Denied
EZYV01639,Asia,Bachelor's,Y,N,55225,1997,Northeast,92921.4093,Year,Y,Certified
EZYV01640,North America,Bachelor's,Y,N,31808,1991,South,172640.6878,Year,Y,Certified
EZYV01641,North America,Bachelor's,Y,N,20618,1971,South,66109.3901,Year,Y,Certified
EZYV01642,Asia,High School,N,N,11548,1994,South,111720.7485,Year,Y,Denied
EZYV01643,Asia,Bachelor's,Y,N,42590,2015,South,60774.5439,Year,Y,Certified
EZYV01644,Asia,High School,N,N,16656,2001,West,38802.5114,Hour,Y,Denied
EZYV01645,Asia,Bachelor's,N,N,39165,2005,West,9181.1214,Year,Y,Certified
EZYV01646,Asia,Doctorate,Y,N,3914,2011,South,167921.7797,Month,Y,Certified
EZYV01647,Asia,Doctorate,Y,N,38093,1983,West,218843.2175,Year,Y,Certified
EZYV01648,North America,Bachelor's,Y,N,38561,1980,South,78741.9747,Year,Y,Certified
EZYV01649,Africa,Bachelor's,Y,N,31490,2018,Midwest,107422.9988,Year,Y,Certified
EZYV01650,North America,Bachelor's,N,N,39420,1987,Midwest,1086.0277,Year,Y,Denied
EZYV01651,Asia,Master's,N,N,59627,2004,South,103331.1222,Year,Y,Denied
EZYV01652,Asia,Master's,Y,N,50312,1998,West,70474.2643,Year,Y,Certified
EZYV01653,Asia,Bachelor's,Y,N,26381,1967,Midwest,143635.1675,Year,Y,Certified
EZYV01654,Asia,Bachelor's,Y,N,52295,1978,South,227147.5923,Year,Y,Certified
EZYV01655,Africa,Bachelor's,Y,N,57267,1979,Northeast,126636.9118,Year,Y,Certified
EZYV01656,Asia,Master's,N,N,9616,1970,West,168948.0584,Year,Y,Certified
EZYV01657,Asia,Doctorate,N,N,21545,2006,South,176429.6134,Year,Y,Certified
EZYV01658,South America,Bachelor's,N,N,44586,2017,Northeast,38277.4917,Year,Y,Certified
EZYV01659,Asia,Master's,Y,N,30905,2017,West,86773.3378,Year,Y,Certified
EZYV01660,Asia,Bachelor's,Y,N,8095,1971,South,28463.7587,Year,Y,Certified
EZYV01661,Asia,Master's,Y,N,28358,1986,Northeast,110298.5016,Year,Y,Certified
EZYV01662,Europe,Doctorate,N,N,22432,1973,Island,221843.9633,Year,Y,Certified
EZYV01663,North America,Bachelor's,N,N,44333,1963,Northeast,120337.4008,Year,Y,Denied
EZYV01664,Asia,High School,N,N,30939,1997,South,114147.0152,Year,Y,Denied
EZYV01665,Africa,Master's,Y,N,8408,2011,West,52489.0217,Year,N,Denied
EZYV01666,South America,Bachelor's,Y,N,2982,1964,Northeast,77692.2766,Year,Y,Certified
EZYV01667,South America,Master's,N,N,17248,1998,West,234162.5732,Year,Y,Certified
EZYV01668,Asia,Bachelor's,Y,Y,9418,1962,West,75888.232,Year,Y,Denied
EZYV01669,Asia,Master's,N,N,52578,2010,South,182900.3691,Year,Y,Denied
EZYV01670,South America,Bachelor's,Y,Y,16277,1963,South,10726.9879,Year,Y,Certified
EZYV01671,Asia,Bachelor's,N,N,38075,1986,Midwest,32252.8272,Year,Y,Denied
EZYV01672,Europe,Bachelor's,Y,N,7665,1967,Midwest,78007.1835,Year,N,Certified
EZYV01673,North America,High School,N,N,26511,1984,Northeast,225374.9312,Year,Y,Denied
EZYV01674,Asia,Bachelor's,Y,N,56046,1985,South,54979.0554,Year,N,Certified
EZYV01675,North America,Master's,Y,N,38611,1992,South,181740.8036,Year,Y,Certified
EZYV01676,Africa,Bachelor's,Y,N,17309,2009,Midwest,42047.6118,Year,Y,Certified
EZYV01677,North America,Bachelor's,Y,N,44863,2019,Midwest,153287.9431,Year,N,Denied
EZYV01678,Asia,Bachelor's,N,N,30077,1980,South,146789.692,Year,Y,Denied
EZYV01679,South America,High School,N,Y,14117,2015,Midwest,155562.5857,Year,Y,Denied
EZYV01680,Asia,Master's,N,N,59792,1985,South,71711.8751,Year,Y,Certified
EZYV01681,North America,Doctorate,N,N,56256,1967,Northeast,40693.3286,Year,Y,Certified
EZYV01682,South America,High School,N,N,34005,1996,West,221644.1401,Year,Y,Denied
EZYV01683,North America,Master's,Y,N,2005,2003,South,142447.0956,Year,Y,Certified
EZYV01684,Asia,Master's,N,N,24698,1978,West,53168.3838,Year,Y,Certified
EZYV01685,Asia,Doctorate,Y,N,30844,1995,South,103449.5975,Year,Y,Certified
EZYV01686,Asia,Bachelor's,N,N,55788,1985,West,16959.4549,Year,Y,Certified
EZYV01687,Asia,Bachelor's,Y,N,43983,1968,Midwest,118948.9539,Year,N,Denied
EZYV01688,Asia,Bachelor's,N,N,13361,1983,Northeast,106087.9159,Hour,Y,Denied
EZYV01689,Europe,Master's,Y,N,30608,1985,South,33355.0141,Year,Y,Certified
EZYV01690,Asia,Master's,Y,N,10782,1980,West,111204.2093,Year,N,Denied
EZYV01691,North America,Bachelor's,Y,N,28438,2014,Northeast,159955.1784,Year,Y,Certified
EZYV01692,Africa,Bachelor's,Y,N,32128,1983,West,232136.9131,Year,Y,Certified
EZYV01693,Asia,Master's,Y,Y,30594,1997,West,175855.6615,Year,Y,Certified
EZYV01694,North America,Master's,Y,N,25646,1960,Northeast,125708.3345,Year,Y,Certified
EZYV01695,Europe,Bachelor's,Y,N,26243,1978,Midwest,192558.7692,Year,Y,Certified
EZYV01696,Asia,Master's,N,Y,47822,2013,South,70127.8333,Year,Y,Denied
EZYV01697,Asia,Bachelor's,Y,N,30359,2013,Northeast,167261.6433,Year,N,Certified
EZYV01698,North America,Bachelor's,N,N,2534,2018,Northeast,1464.5293,Year,Y,Denied
EZYV01699,Africa,Master's,Y,N,44453,1963,West,18323.2724,Year,Y,Certified
EZYV01700,North America,Master's,Y,N,37069,2011,Midwest,156141.556,Hour,Y,Denied
EZYV01701,Africa,Doctorate,Y,N,41745,1976,South,48298.8837,Year,Y,Certified
EZYV01702,Oceania,Bachelor's,Y,N,42645,1960,Northeast,172244.6506,Year,Y,Certified
EZYV01703,Asia,Bachelor's,Y,N,10403,1965,Northeast,159260.9655,Year,Y,Certified
EZYV01704,Europe,Bachelor's,N,N,58315,2005,West,16103.954,Year,Y,Denied
EZYV01705,Asia,Bachelor's,Y,N,59423,1995,South,98245.6673,Year,Y,Certified
EZYV01706,Oceania,Bachelor's,Y,N,8758,1994,South,153327.9491,Hour,N,Certified
EZYV01707,Asia,High School,Y,N,13148,2012,South,178427.7116,Year,Y,Certified
EZYV01708,Asia,Bachelor's,Y,N,14785,1965,South,204057.8233,Year,Y,Denied
EZYV01709,South America,Bachelor's,Y,N,57987,1964,West,82744.6368,Year,Y,Certified
EZYV01710,Asia,Bachelor's,N,N,55947,2015,South,209211.6674,Year,Y,Denied
EZYV01711,North America,Master's,Y,N,15911,1996,Northeast,88692.7556,Year,N,Certified
EZYV01712,Asia,Bachelor's,N,N,37843,2006,South,1945.3129,Hour,Y,Certified
EZYV01713,Oceania,Master's,Y,N,14618,1991,South,152579.4738,Year,Y,Certified
EZYV01714,South America,Doctorate,Y,N,2297,1968,South,60568.8156,Year,Y,Certified
EZYV01715,Asia,Master's,Y,N,13830,1991,Northeast,31270.4492,Year,Y,Certified
EZYV01716,North America,Bachelor's,Y,N,4654,2017,Northeast,64737.7809,Year,Y,Certified
EZYV01717,Asia,Bachelor's,Y,N,50866,1967,South,207012.9167,Year,Y,Certified
EZYV01718,Europe,Master's,N,N,47129,1967,Northeast,228517.5268,Year,Y,Denied
EZYV01719,Europe,Master's,N,Y,11070,1980,West,240431.8166,Year,Y,Denied
EZYV01720,South America,Bachelor's,Y,N,34054,1987,South,75847.0247,Year,Y,Certified
EZYV01721,Asia,Bachelor's,Y,N,12321,1997,Northeast,114090.9913,Year,Y,Certified
EZYV01722,Asia,Master's,N,N,33931,1969,West,200671.0205,Year,Y,Certified
EZYV01723,North America,Bachelor's,Y,Y,53759,2016,South,79612.0916,Year,Y,Certified
EZYV01724,Europe,Master's,Y,N,52793,1969,Northeast,96408.7679,Year,Y,Certified
EZYV01725,Asia,High School,N,N,49986,1972,West,59471.1674,Hour,Y,Denied
EZYV01726,Asia,Bachelor's,Y,N,14477,2018,South,143177.3564,Year,Y,Certified
EZYV01727,Asia,Master's,Y,N,11456,1982,Midwest,164884.8214,Year,Y,Certified
EZYV01728,South America,Bachelor's,Y,N,9638,1994,Northeast,79746.1759,Hour,Y,Certified
EZYV01729,Asia,Master's,N,N,7640,1986,Midwest,6252.783,Year,Y,Denied
EZYV01730,Asia,Bachelor's,Y,N,36834,1975,Midwest,184029.7718,Year,Y,Denied
EZYV01731,Africa,Bachelor's,N,N,39511,1990,Northeast,154226.0029,Year,Y,Denied
EZYV01732,Asia,Doctorate,Y,Y,52947,2006,South,54905.8966,Year,Y,Certified
EZYV01733,North America,Bachelor's,Y,N,5433,1960,West,78798.9893,Year,Y,Certified
EZYV01734,Asia,Bachelor's,Y,N,15926,2012,South,239286.9746,Year,Y,Certified
EZYV01735,South America,Doctorate,N,N,43681,1971,South,157624.8455,Hour,Y,Certified
EZYV01736,North America,Master's,Y,N,40882,2015,Midwest,148950.3435,Year,N,Certified
EZYV01737,South America,Master's,N,N,25654,2017,West,159994.7462,Year,Y,Certified
EZYV01738,Asia,High School,Y,N,9155,2015,Midwest,238620.2448,Year,Y,Denied
EZYV01739,Asia,Bachelor's,Y,N,29060,1999,Midwest,85096.7966,Year,Y,Certified
EZYV01740,North America,Master's,Y,N,10326,2014,Midwest,70372.8108,Year,Y,Certified
EZYV01741,Asia,Bachelor's,Y,N,32138,2011,West,94310.2716,Year,Y,Certified
EZYV01742,Asia,Bachelor's,Y,N,54092,1998,West,200277.0837,Year,Y,Certified
EZYV01743,Asia,Master's,N,Y,11753,2013,Midwest,30415.5268,Hour,Y,Denied
EZYV01744,Africa,Bachelor's,N,N,7091,1980,West,51864.8095,Year,Y,Certified
EZYV01745,North America,High School,N,N,44261,2010,Northeast,57215.729,Hour,Y,Denied
EZYV01746,Europe,High School,N,N,1475,2015,West,159167.0723,Year,Y,Denied
EZYV01747,North America,Bachelor's,Y,N,59004,1998,Northeast,160467.4396,Year,Y,Certified
EZYV01748,Asia,Master's,N,N,46499,1967,Midwest,93097.2186,Year,N,Certified
EZYV01749,Asia,Master's,Y,N,24211,1972,West,69192.8297,Year,Y,Certified
EZYV01750,Asia,Bachelor's,N,N,21760,1970,South,188712.0524,Year,Y,Certified
EZYV01751,Europe,Bachelor's,N,N,23220,1991,Northeast,8125.2964,Year,Y,Certified
EZYV01752,Asia,Master's,Y,N,23808,1986,South,184736.6801,Year,Y,Certified
EZYV01753,South America,Bachelor's,N,N,50375,2009,South,52726.4438,Year,Y,Denied
EZYV01754,North America,Bachelor's,N,N,47994,1977,West,225713.7088,Year,Y,Denied
EZYV01755,Asia,Doctorate,Y,N,12286,1969,West,103540.5728,Year,Y,Certified
EZYV01756,Europe,Master's,N,N,10808,1996,South,160645.7665,Year,Y,Certified
EZYV01757,Asia,Bachelor's,Y,N,32440,1968,Northeast,30418.1336,Year,Y,Certified
EZYV01758,Oceania,Doctorate,Y,N,39024,2014,South,63620.3252,Year,N,Certified
EZYV01759,Africa,High School,Y,N,43634,1964,South,175212.0269,Year,Y,Denied
EZYV01760,Africa,Doctorate,Y,N,18821,1989,Midwest,137678.7915,Year,N,Certified
EZYV01761,Asia,Master's,Y,N,28955,2016,Midwest,192665.2498,Year,Y,Certified
EZYV01762,Asia,Master's,N,N,6269,1993,West,140937.9045,Hour,Y,Certified
EZYV01763,Asia,Doctorate,Y,N,27352,2008,South,142418.9289,Year,Y,Certified
EZYV01764,Asia,Master's,Y,N,41254,1985,Northeast,214593.0936,Year,Y,Certified
EZYV01765,Asia,Bachelor's,N,N,18275,2005,Midwest,106287.5413,Year,Y,Certified
EZYV01766,Asia,Bachelor's,Y,N,19130,2002,Island,223782.171,Year,Y,Certified
EZYV01767,Oceania,Master's,N,N,27744,1990,Northeast,93179.369,Year,Y,Denied
EZYV01768,Asia,Master's,Y,N,51998,1966,West,82282.8329,Hour,Y,Denied
EZYV01769,Asia,Bachelor's,N,N,36252,2018,South,194899.4349,Year,N,Certified
EZYV01770,South America,Master's,N,N,55143,1962,Northeast,3084.2906,Year,Y,Denied
EZYV01771,Europe,Master's,Y,Y,3714,1981,Island,43213.5915,Year,Y,Certified
EZYV01772,North America,Bachelor's,Y,N,50945,1998,Midwest,18127.0818,Year,Y,Certified
EZYV01773,Europe,High School,Y,N,2640,2006,Island,128123.8522,Year,Y,Certified
EZYV01774,South America,Bachelor's,N,N,19351,1992,Northeast,157092.1361,Year,Y,Denied
EZYV01775,Europe,High School,N,N,25603,1984,South,2791.9113,Year,Y,Denied
EZYV01776,Asia,High School,Y,N,14206,1984,Midwest,40533.5944,Year,Y,Certified
EZYV01777,North America,Bachelor's,Y,N,59357,2018,West,75774.8314,Year,Y,Certified
EZYV01778,Asia,High School,N,N,53569,1980,South,73697.7385,Year,Y,Denied
EZYV01779,Asia,Bachelor's,Y,N,34280,2011,South,24463.7527,Year,Y,Denied
EZYV01780,Asia,Master's,N,N,27185,1963,Northeast,43377.2945,Year,N,Certified
EZYV01781,Asia,Bachelor's,N,N,45709,1999,West,211793.5299,Year,Y,Denied
EZYV01782,North America,Doctorate,Y,N,42468,2000,Midwest,175205.1692,Year,Y,Certified
EZYV01783,Asia,Doctorate,Y,N,28845,2000,Northeast,74164.3768,Hour,Y,Certified
EZYV01784,Asia,Master's,Y,N,49632,1985,Northeast,65999.1846,Year,N,Certified
EZYV01785,Asia,Doctorate,Y,N,11588,2001,South,20233.7607,Year,Y,Certified
EZYV01786,South America,Master's,N,N,16672,1986,West,87356.7032,Year,Y,Certified
EZYV01787,Asia,Bachelor's,N,N,1073,1995,South,99637.7648,Year,N,Denied
EZYV01788,Europe,Master's,N,N,7159,2013,Northeast,226064.5778,Year,Y,Certified
EZYV01789,South America,Bachelor's,Y,Y,11938,2000,West,185830.3054,Year,Y,Certified
EZYV01790,Asia,Master's,Y,N,37495,2004,Northeast,119892.6128,Year,Y,Certified
EZYV01791,North America,Bachelor's,N,N,51333,2018,West,33887.3457,Year,Y,Certified
EZYV01792,Asia,High School,Y,N,35417,1973,South,164109.1799,Year,Y,Denied
EZYV01793,Asia,Bachelor's,Y,N,26732,1995,South,234015.8757,Year,Y,Certified
EZYV01794,Europe,Doctorate,Y,N,16222,1999,West,19695.604,Year,Y,Certified
EZYV01795,Africa,Bachelor's,N,N,6099,2001,West,212182.2204,Year,N,Certified
EZYV01796,Asia,Bachelor's,N,N,35088,1967,West,45192.6159,Year,Y,Denied
EZYV01797,Europe,Bachelor's,Y,N,8462,2005,South,175379.9774,Hour,Y,Certified
EZYV01798,Asia,Bachelor's,N,N,47424,1971,South,46127.2381,Year,N,Certified
EZYV01799,Europe,Master's,Y,N,24540,1984,South,150083.386,Year,Y,Certified
EZYV01800,Europe,Master's,Y,N,21010,2002,South,59558.6211,Year,Y,Certified
EZYV01801,Europe,Bachelor's,Y,Y,1613,1975,South,135516.1759,Year,N,Certified
EZYV01802,Europe,Bachelor's,N,N,14550,1967,South,150119.4357,Year,Y,Certified
EZYV01803,Asia,High School,Y,N,816,2000,Northeast,154706.3772,Year,Y,Certified
EZYV01804,Europe,Bachelor's,Y,Y,43504,1976,West,170763.1597,Hour,Y,Certified
EZYV01805,Europe,Master's,Y,N,29400,2009,Northeast,17443.5879,Year,Y,Certified
EZYV01806,Europe,Master's,N,N,47155,2013,Midwest,175906.1735,Year,Y,Certified
EZYV01807,Asia,Bachelor's,N,N,33920,1980,West,38818.5115,Hour,Y,Denied
EZYV01808,Asia,Master's,Y,N,57258,2004,Northeast,169322.7068,Year,Y,Denied
EZYV01809,Asia,Bachelor's,N,N,47030,1973,West,31184.596,Year,Y,Denied
EZYV01810,Asia,Master's,Y,N,8867,2015,South,119957.7947,Year,Y,Certified
EZYV01811,Asia,Master's,Y,N,7009,1974,Midwest,96814.7528,Year,Y,Certified
EZYV01812,Asia,Master's,N,N,53357,2012,Midwest,241843.1199,Year,Y,Denied
EZYV01813,North America,Master's,N,N,16157,2007,Midwest,157776.1296,Year,Y,Certified
EZYV01814,Asia,Doctorate,Y,N,45909,1978,West,22233.8371,Year,Y,Certified
EZYV01815,South America,Bachelor's,Y,Y,37720,2009,Midwest,175281.4381,Hour,Y,Certified
EZYV01816,Asia,High School,Y,Y,42118,1997,West,48695.7721,Year,Y,Denied
EZYV01817,North America,Bachelor's,Y,N,16018,2000,Midwest,71680.3606,Year,Y,Certified
EZYV01818,Asia,Master's,N,N,18793,1982,Northeast,94735.0715,Year,Y,Certified
EZYV01819,Asia,Master's,N,N,33297,1974,Midwest,194101.115,Year,Y,Certified
EZYV01820,Europe,Master's,Y,N,1346,2001,West,236031.4185,Year,Y,Certified
EZYV01821,Africa,Master's,N,N,18709,1963,South,231098.9272,Year,Y,Certified
EZYV01822,Asia,Bachelor's,Y,Y,30460,1980,Island,42836.7712,Year,Y,Denied
EZYV01823,Asia,Master's,Y,N,12279,1968,West,15291.2867,Year,Y,Certified
EZYV01824,Europe,Master's,Y,N,17156,1960,Midwest,207167.5482,Hour,Y,Certified
EZYV01825,North America,Bachelor's,N,N,59012,1960,Northeast,72196.9221,Year,Y,Denied
EZYV01826,Asia,Bachelor's,Y,N,17399,1965,South,145789.9607,Year,Y,Certified
EZYV01827,Asia,Bachelor's,N,N,54146,2016,West,244661.1408,Year,Y,Certified
EZYV01828,Asia,Bachelor's,Y,N,55629,2006,Northeast,46768.2169,Year,Y,Certified
EZYV01829,Africa,Master's,N,N,40438,2019,West,93839.0018,Year,N,Certified
EZYV01830,Asia,Doctorate,Y,N,9190,1965,West,216926.2167,Year,Y,Certified
EZYV01831,Asia,Master's,N,N,12353,2019,Northeast,162565.1407,Year,N,Denied
EZYV01832,Africa,Bachelor's,N,Y,56054,1995,West,234400.7411,Year,Y,Denied
EZYV01833,Asia,Master's,Y,N,104,2007,Northeast,158003.4849,Year,Y,Certified
EZYV01834,Asia,Master's,N,N,30235,2011,Midwest,76031.778,Year,Y,Certified
EZYV01835,Asia,Bachelor's,N,N,35782,1975,Midwest,201316.1297,Hour,Y,Denied
EZYV01836,Asia,Master's,Y,Y,50299,2004,South,189864.086,Year,Y,Certified
EZYV01837,Asia,High School,Y,N,53705,1998,South,233418.0115,Hour,Y,Denied
EZYV01838,Asia,High School,N,N,17026,1984,South,119146.4997,Year,Y,Certified
EZYV01839,North America,Bachelor's,N,N,30159,1989,South,125809.2539,Year,Y,Certified
EZYV01840,North America,Bachelor's,Y,N,38040,1972,Midwest,81091.0105,Year,Y,Certified
EZYV01841,Asia,Master's,N,N,57911,1971,South,67335.832,Year,Y,Certified
EZYV01842,Europe,Bachelor's,Y,N,33401,2015,South,249132.6492,Year,Y,Denied
EZYV01843,Asia,Bachelor's,Y,N,7321,2003,South,244318.428,Year,Y,Certified
EZYV01844,Africa,Bachelor's,N,N,55451,1993,West,132505.6865,Year,Y,Certified
EZYV01845,Asia,Bachelor's,Y,N,30754,2001,Midwest,238780.3785,Year,Y,Denied
EZYV01846,Europe,Bachelor's,Y,N,10770,1984,Northeast,89167.6308,Year,Y,Denied
EZYV01847,Asia,Bachelor's,Y,N,11428,1974,Northeast,212528.5822,Year,Y,Certified
EZYV01848,Europe,Master's,Y,Y,12286,2016,Northeast,158790.0658,Year,Y,Certified
EZYV01849,Asia,Bachelor's,Y,N,43279,2019,Northeast,179323.1153,Year,N,Certified
EZYV01850,North America,Master's,N,N,56938,1972,South,179607.0925,Year,N,Certified
EZYV01851,Asia,Bachelor's,Y,N,26490,2008,West,159029.9968,Year,Y,Certified
EZYV01852,Africa,Master's,N,N,5891,1986,South,213111.5372,Year,Y,Certified
EZYV01853,Asia,Master's,N,N,53311,2002,Northeast,98124.91,Year,Y,Certified
EZYV01854,North America,Bachelor's,Y,N,38086,1966,West,212327.4,Year,Y,Certified
EZYV01855,South America,High School,Y,N,34251,1988,West,46017.1079,Year,Y,Certified
EZYV01856,Oceania,Doctorate,N,N,3647,1967,South,50149.8632,Year,Y,Certified
EZYV01857,Asia,Bachelor's,Y,N,58236,2008,Northeast,179392.3365,Year,Y,Certified
EZYV01858,Asia,Master's,Y,N,4633,1983,West,187582.4466,Year,Y,Certified
EZYV01859,Asia,High School,N,N,36630,1975,Northeast,225594.8085,Year,Y,Certified
EZYV01860,Asia,Bachelor's,N,N,35834,2001,Midwest,68815.7896,Year,Y,Certified
EZYV01861,Europe,Master's,N,N,30838,2017,West,14206.1492,Hour,Y,Certified
EZYV01862,Oceania,Doctorate,Y,N,33088,1980,Midwest,126966.437,Hour,Y,Certified
EZYV01863,Oceania,Bachelor's,Y,N,23881,2003,Northeast,218860.0483,Year,Y,Certified
EZYV01864,Asia,Master's,Y,N,34387,2001,Northeast,242872.1702,Year,Y,Certified
EZYV01865,Europe,Master's,N,N,21839,1989,Midwest,214485.0085,Year,Y,Certified
EZYV01866,South America,Bachelor's,Y,N,28427,2008,South,122591.1211,Year,N,Denied
EZYV01867,Africa,Bachelor's,Y,Y,40691,1967,South,215872.8826,Year,Y,Certified
